index,ocupacion,clasificacion-oit
14426,ingeniero preventa,21
14427,motorizado,83
14428,conductor mantenedor,83
14429,mecanico en freno,72
14430,supervisor de manten,31
14431,picar ensacar leña astill,92
14432,profesional extraescolar,23
14433,jefa oficina de impuesto,12
14434,administrador hotelera,14
14435,encargada unidad servicio,14
14436,jefe de adm,12
14437,servicio de pasajeros,42
14438,inspectora de calidad,31
14439,coordiandora de operacion,13
14440,dietetica de piso,54
14441,auxilar municipal,44
14442,tecnico venta instala,31
14443,ayudante ductera,73
14444,performans manager,24
14445,ayudante de extruccion,82
14446,administradora de fiscali,14
14447,operador banco aserradero,81
14448,supervisor manten urbanos,91
14449,naestro panadero,75
14450,maestro demolicion,93
14451,control de operaciones,33
14452,bibliotecaria ed media,34
14453,gestora social,11
14454,tallerista,36
14455,tec de informatica,25
14456,reponedor en fruteria,52
14457,ej gestion de cobro,33
14458,fabricante de liquido,75
14459,opererador,81
14460,encargada quesos,75
14461,maestro marcacion vial,73
14462,boca sierra,92
14463,encargada de educacion,23
14464,tecnico gafiter,31
14465,encarg depto de redes,25
14466,servicio mantencion,41
14467,coordinadora segundo cicl,23
14468,mantencion de semaforos,31
14469,asistente oficina,41
14470,jefa de sala y garzon,14
14471,oprario de produccion,93
14472,guarda bosque,62
14473,operador de guillotina,72
14474,laboratorista vial,21
14475,recaudador,33
14476,profesora e media,23
14477,encargado de pastoral,34
14478,vendedo full timer,52
14479,celador de canal,53
14480,jorna,91
14481,asistente a al cliente,42
14482,jefe de impresion,73
14483,jefe de control calidad,13
14484,enfermera volnate,32
14485,ejecutivo de operaciones,13
14486,contador financiero,24
14487,encargada de marketing,24
14488,operio conductor,83
14489,asistente de remunera,33
14490,guillotinero,93
14491,ayudante electrico linier,71
14492,control y gestion,24
14493,operaria de lecheria,92
14494,lider de operaciones,13
14495,patrullero resguardo p,54
14496,tec en educadora parvulos,36
14497,op aseo industrial,91
14498,operador despuntador,81
14499,encargado departamento,12
14500,maesrtro carpintero,73
14501,secretario de estudio,41
14502,exportacion packing,92
14503,encargado aplicaciones,25
14504,corte,73
14505,orillador de cortador de,75
14506,maestro horno electrico,73
14507,operaria en sellado,82
14508,coordinadora calidad,24
14509,ayudante de mantenimiento,91
14510,aserradero,62
14511,tec operaciones,33
14512,reecepcionista,42
14513,conductor y ayudante mueb,83
14514,ayudante servicios varios,44
14515,inspector minucipal,14
14516,auxiliar de transporte,42
14517,auxiliar equipos termicos,31
14518,embazador,11
14519,operadora de productos,81
14520,doldador,76
14521,armado,54
14522,apoyo a tienda,42
14523,secretaria depto juridico,34
14524,mantecion electricidad,31
14525,mano de general,92
14526,jefe de programa,11
14527,supervisor y tecnico,34
14528,moledor de greda,75
14529,operario de frutas y verd,92
14530,periodista encargada de c,26
14531,tens en adulto mayor,51
14532,asistente general,44
14533,jefa aseguramiento de cal,14
14534,cargador de palett,92
14535,auxiliar de seguridad pub,54
14536,maestra heladera,71
14537,maestro m1 en obras civil,71
14538,analista sloting,24
14539,graduada concentradora,21
14540,electico mantenimiento,31
14541,ejecutiva senior,11
14542,aseo para plaza,91
14543,envasar,75
14544,tiqueador,91
14545,operador equipos mineros,83
14546,jefe de mantenimineto,13
14547,bodeguero pañolero,43
14548,aux atencion de menores,53
14549,tripulante de cabina espe,83
14550,maestro servicios general,23
14551,embolsador,93
14552,tecnico de frio,31
14553,coordinador de proyecto,24
14554,profesor basico  sicoped,23
14555,preparador vehiculos,81
14556,senador,11
14557,gasfiter multifuncional,71
14558,inspector lechero,61
14559,encargado de obra y mante,71
14560,atencion de parvulo,23
14561,supervisor serv vigilanci,54
14562,jefa administrativo,12
14563,maestro grafitero,73
14564,jefe de pasteleria,14
14565,administartivo,33
14566,tecnico en prvulos,36
14567,ors,96
14568,supervisor de transporte,12
14569,ayudnate de soldadura,72
14570,maesro primera,23
14571,supervisor de seguirdad,54
14572,en alimentos,75
14573,tens de intervencion cond,23
14574,vigilante y otros,54
14575,operario a1,71
14576,despacho y envasado,82
14577,operador senior maquina,81
14578,admprogralimentos,41
14579,encargada de dicon,24
14580,auxilar de recoleccio,96
14581,guardaparque adm,61
14582,auxiliar servicio apoyo c,44
14583,control personal,54
14584,analista operaciones caje,33
14585,operaria de fanea,71
14586,a cargo de maquinaria,81
14587,areas publicas,42
14588,primera linea,11
14589,analista comercio exterio,24
14590,delegada de programa,24
14591,oper cilindro,81
14592,colaboradora de barra,94
14593,labores administrativas,41
14594,analista microbiologia,21
14595,jefe sucursal aeropuerto,12
14596,analista d calidad,21
14597,supervisor ser tecnico,36
14598,asistente linea,41
14599,supervisor de maquinaria,81
14600,asistente tecnico laborat,31
14601,lider tecnico,31
14602,encargada de compra,24
14603,tecnico informaticdo,25
14604,chocolatera,75
14605,asistente adultos,51
14606,supervsor de terreno,12
14607,operadora en linea,81
14608,jefe de operaria,13
14609,conductor carga de petrol,83
14610,tec electrico en terreno,31
14611,asistente de sac,41
14612,coordinador cajeros,42
14613,portero vigilante,54
14614,ayudante de mecanio,72
14615,auxiliar de campo,92
14616,ayudante terreno,91
14617,capatas b,93
14618,tecnico asistente de parv,36
14619,asistente de video,41
14620,oficiales maquinista en n,81
14621,reemplazante de ordeña,91
14622,instalacion de sis eyf,31
14623,asistente de documentacio,43
14624,maestro multi eskil,23
14625,tens en enfemeria,22
14626,operador semi calificado,81
14627,analista de cierre y cont,33
14628,operario de condimentos,75
14629,auxiliar ventas,42
14630,tens en casa roposo,91
14631,operador maquina herramie,72
14632,auxiliar de traslado,91
14633,maestro de guilotina,72
14634,operador puente de grua,81
14635,tecnico aeronautico,31
14636,encargado recurso humano,24
14637,evaluador de siniestros,33
14638,realizador audiovisual,73
14639,ayudante de avanzado,24
14640,ingeniero empaque,31
14641,tazadora,34
14642,asistente de bocega,41
14643,asistente de integracione,34
14644,analista de monitoreo,33
14645,personal de prevencion pe,54
14646,operaria en terreno,71
14647,etiquetado y sellado,82
14648,auxuliar de cocina,94
14649,supervisor faena forestal,62
14650,tecnico de lab clinico,32
14651,tecnico de ensamble,82
14652,amarrador,93
14653,guardia citacion medica,54
14654,encargado de museografia,34
14655,tec de programa atencion,32
14656,operador proceso,81
14657,operador linea,81
14658,analista procesos carnic,31
14659,grafico e instalador,72
14660,cepillado,75
14661,operador de carga dscarga,83
14662,operador maestro,81
14663,marmoledo,72
14664,jefa bodega,12
14665,operdor produccion,13
14666,productor trainer,21
14667,conductor y recolector de,83
14668,ingeniero trainee,31
14669,operador de sala maquina,81
14670,maestro pulidor armador,72
14671,tutora trato directo,42
14672,limpia vidrios,96
14673,operadoria de produccion,13
14674,medico veterinario sector,22
14675,labores de aseo,91
14676,analista cobranza,33
14677,colaborador de area,41
14678,peoneta y encargado camio,92
14679,chofer y bodeguero,83
14680,selladora pintora,72
14681,tecn en montaje,31
14682,operario psicultura,92
14683,auxiliar de matriceria,31
14684,toma de tallaje,75
14685,jornal andamiero,71
14686,gestor de post embarqe,24
14687,encargado de log e inv,24
14688,jefe de recursos h,12
14689,empledao,41
14690,profesor edu fisica,23
14691,mesonero,14
14692,mantencion maquinarias,31
14693,asist calidad,32
14694,jefe negocios,24
14695,m 2 electricista,71
14696,operrio de produccion,93
14697,ingeniero desarrollador,21
14698,educacion basica,23
14699,cajera de buses,42
14700,auxiliar de carga y desc,92
14701,gestora de area,12
14702,auxiliar depto emergencia,32
14703,tras paletero,95
14704,implementador exhibicione,41
14705,profesora y encargada,23
14706,jefa de unidad tecnica,11
14707,operario alimentacion,75
14708,coordinadora ced,23
14709,asistente de educacion di,36
14710,ayuidante de cocina,94
14711,ecucadora diferencia,23
14712,directora de desarrollo c,11
14713,trabjdora social,34
14714,operador de medidores,81
14715,maestro m soldador,72
14716,cajera adm,42
14717,encargada de gestion fina,12
14718,instalador paneles solare,71
14719,laborante tecnico,31
14720,m2 tapado y retiro,93
14721,depto de transito,12
14722,jefe centro de cultivo,13
14723,mantencion de grua horqui,72
14724,roto moldeo,72
14725,regador del fundo,61
14726,administrativo de sucursa,33
14727,motorista mensajero,83
14728,vendedora calzado varon,52
14729,guardia de seguruidad,54
14730,jefa de la unidad tecnica,11
14731,operario aseo e higiene,91
14732,tecnico en equipos medico,32
14733,operador lixidacion,81
14734,servicios al cliente,42
14735,enc mat ambientales,21
14736,eoprador de empaque,82
14737,ayudante especializando e,36
14738,limpiador de faena,91
14739,gestor infocapacitancion,24
14740,accesora de ventas,52
14741,no se entiende diat,no puedo clasificar la ocupación "no se entiende diat" ya que no está clara. por favor proporciona una ocupación específica para clasificar.
14742,tecnico instaladotr,31
14743,vendedora calzado,52
14744,vendedoras multifuncional,52
14745,directora de cesfam,12
14746,maestro doblador,72
14747,jefe de operador,81
14748,guiador de troncos,61
14749,ingeniero en terreno,21
14750,auxiliar servicios rea,44
14751,liniero electricista,31
14752,auxiliar ind aliment,43
14753,seguridad pista,54
14754,operaria digitacion,41
14755,secretaria sucursal,41
14756,maestro fabricante,73
14757,tecnico en pervulos,36
14758,gestora de negocio,12
14759,operador de parabrizas,82
14760,pelador de vienesas,94
14761,analista tecnico producci,31
14762,rercepcionista,42
14763,responsable operaciones,13
14764,administrativo tesoreria,33
14765,lider sellador,73
14766,supervisor serv tecnico,33
14767,personal medicina tradici,22
14768,encargada de estacionamie,42
14769,operasdor de camara de se,82
14770,vacunador de peces,61
14771,panguero,62
14772,cafetero,63
14773,ing de estudios,21
14774,ayudante pre elaborado,41
14775,analista de proyectos,24
14776,receptora,41
14777,regadio,61
14778,analista de cuenta,33
14779,asesor de precidencia,11
14780,maestro estibador,83
14781,cobradora,33
14782,electromecanico uno,31
14783,maestro hipermeaviliciado,23
14784,ayudante estructurero,71
14785,oficial verificador,34
14786,supervisor venta e instal,12
14787,multiservicios,51
14788,patrullero municipal,54
14789,jefa departamento,11
14790,armadora de cajas,82
14791,operador electrico terren,81
14792,chofer y tecnico en mante,83
14793,auxiliar de servisio,44
14794,instructor deportivo,34
14795,naturopata,22
14796,directora del colegio,23
14797,tecnico mantenciones,31
14798,ingeniera civil ambiental,21
14799,constructor naval,72
14800,ejecutivo en visita,11
14801,prevensionista de riesgos,31
14802,encargada de barra,54
14803,directora residencia,14
14804,cargador embalador,92
14805,encargado pañon,91
14806,auxiliar de apoyo tf,44
14807,tec en electricidad,31
14808,analista de informatico,25
14809,operador dietista,32
14810,mantenedor de planta,31
14811,techumbrero,71
14812,operaria de prodcuccion,93
14813,profesiona,23
14814,auixiliar de servicio,42
14815,produc manager carnes,13
14816,cajera food,42
14817,auxiliar unidad testigos,34
14818,operaria aseo calles,91
14819,operaria call center,41
14820,jefa capacitacion y couch,23
14821,impector de patio,32
14822,ingeniero de abastecimien,21
14823,conductor de tracto camio,83
14824,ducadora de parvulos,23
14825,aseo nocturno,91
14826,jefa contabilidad,33
14827,asistente comunicacional,34
14828,aspirante a motorista,83
14829,lista de credito,33
14830,supervisora altillo,14
14831,experta en maquillaje,53
14832,auxiliar de envasado,82
14833,tele venta,42
14834,ejecutiva atencion,41
14835,soldador 6g,72
14836,encargado transporte,83
14837,evacuador de mesa,94
14838,cordinadora de campo clin,23
14839,gestora familiar,51
14840,gerente tecnica,13
14841,site manager,13
14842,guardia movil,54
14843,docente lenguaje,23
14844,ayudante linea puertas,82
14845,obrera forestal,62
14846,encargada de duplicacion,41
14847,pintor desabollador,72
14848,coodinador intervenciones,24
14849,arqueologa de planta,26
14850,encargado de area de prod,13
14851,subgerente procesos,12
14852,directora del liceo,23
14853,auxilar de servicios,42
14854,sanidad,22
14855,estructural,no se encuentra en las clasificaciones proporcionadas.
14856,operario empaque,75
14857,op crew,83
14858,ayante de mantencion,41
14859,operaria psicultura,61
14860,despostadora,92
14861,tecnico instrumentista,31
14862,cornal de construccion,71
14863,jefe de contratos,13
14864,tens de uci,32
14865,contrata a remplazo,91
14866,asistente revision trenes,91
14867,provida,53
14868,tens secretaria,41
14869,administrativa evaluacion,33
14870,operador de televigilanci,54
14871,asistente de directores,44
14872,consultora de capacitacio,23
14873,tecnico treini,31
14874,supervisora de ipc,12
14875,despacho y control,34
14876,vendedor telefonia,52
14877,jefe de sist satelital,31
14878,hoteleria y aseo,14
14879,tecnico jornada comple,31
14880,arsenalera tens,72
14881,jefe abastecimientos,12
14882,aprendiz laboratorista de,31
14883,tens salud mental,22
14884,auxiliar de pacientes,32
14885,conductor de traslado,83
14886,conductoir,83
14887,profesor de educa fisica,23
14888,operario senior textil,75
14889,mantencion cancha,91
14890,condutora,83
14891,piscologa,22
14892,vendedor comisionista,52
14893,obras generales,71
14894,andamiel,73
14895,chofer mantencion y otros,83
14896,vendedora asesora,52
14897,profesiona de administrac,24
14898,operdor de camion tolva,83
14899,operador de maq trata,81
14900,asesor de empresa,24
14901,ingeniro de digitalizacio,21
14902,cajero asistente integral,42
14903,operador ocupacional,36
14904,cajero coordinador,43
14905,asistente de seguridad,54
14906,auxiliar de fiambreria,91
14907,profesional coordinacion,24
14908,operario en higiene indus,81
14909,ejecutiva de promocion,11
14910,administradora publicarrh,11
